State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,severity,hour,month,day_enc,road_type_enc,weather_enc,road_cond_enc,lighting_enc,alcohol,num_vehicles,num_casualties,junction_enc,cause_enc,risk_score,latitude,longitude,highway,state_region
Haryana,Unknown,2022,September,Wednesday,15:55,Minor,4,Two-Wheeler,1,2,Rainy,Urban Road,Wet,Dusk,Signals,56,69,Male,,No,Curve,1,15,9,2,2,3,3,3,0,4,1,0,0,2.73,18.12216,78.40258,NH44_Nagpur_Hyderabad,Telangana
Odisha,Unknown,2021,February,Saturday,13:31,Serious,1,Truck,3,0,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,102,58,Female,Valid,No,Straight Road,2,13,2,5,1,3,2,2,0,1,3,0,0,2.12,32.24501,74.99212,NH44_North,Jammu & Kashmir
Bihar,Unknown,2018,April,Friday,14:8,Fatal,2,Bus,8,3,Rainy,Village Road,Under Construction,Dark,,118,52,Female,Valid,No,Straight Road,3,14,4,4,3,3,2,0,0,2,8,0,0,6.97,23.44496,73.22147,NH27_East_West,Rajasthan / MP / UP
Goa,Unknown,2020,April,Thursday,9:42,Serious,4,Auto-Rickshaw,6,3,Hazy,Urban Road,Under Construction,Dusk,Signs,114,45,Female,Expired,Yes,Straight Road,2,9,4,3,2,2,2,3,1,4,6,0,0,6.36,21.19847,79.07631,NH44_Nagpur_Hyderabad,Telangana
Bihar,Unknown,2023,March,Thursday,17:9,Fatal,3,Pedestrian,10,2,Hazy,Urban Road,Wet,Dawn,Signs,105,57,Male,,Yes,Curve,3,17,3,3,2,2,3,1,1,3,10,0,0,7.27,12.90729,77.60782,NH44_Hyderabad_Bangalore,Karnataka
Telangana,Unknown,2020,October,Friday,14:54,Fatal,5,Car,1,3,Hazy,State Highway,Dry,Dawn,Police Checkpost,116,65,Female,,Yes,Intersection,3,14,10,4,1,2,1,1,1,5,1,0,0,5.45,12.63242,77.8561,NH44_Bangalore_Chennai,Tamil Nadu
West Bengal,Siliguri,2023,January,Thursday,7:57,Fatal,4,Pedestrian,2,4,Foggy,National Highway,Under Construction,Dusk,Signals,88,23,Male,Expired,Yes,Bridge,3,7,1,3,0,1,2,3,1,4,2,0,0,6.67,32.58271,75.02188,NH44_North,Jammu & Kashmir
Goa,Unknown,2019,July,Friday,17:47,Serious,5,Truck,5,4,Foggy,National Highway,Wet,Daylight,Signals,75,32,Female,Valid,Yes,Intersection,2,17,7,4,0,1,3,2,1,5,5,0,0,6.97,12.83897,77.6841,NH44_Bangalore_Chennai,Tamil Nadu
West Bengal,Durgapur,2023,September,Friday,9:42,Minor,4,Auto-Rickshaw,10,4,Hazy,Urban Road,Dry,Dark,Police Checkpost,77,32,Female,Expired,Yes,Curve,1,9,9,4,2,2,1,0,1,4,10,0,0,7.88,17.3064,73.44041,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
West Bengal,Siliguri,2018,November,Friday,20:31,Fatal,3,Cycle,0,5,Stormy,Urban Road,Wet,Dark,Signs,105,19,Female,,No,Curve,3,20,11,4,2,4,3,0,0,3,0,0,0,6.36,23.59714,73.23576,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Delhi,Dwarka,2018,December,Tuesday,18:52,Fatal,2,Bus,10,5,Hazy,National Highway,Damaged,Dusk,Signs,109,62,Male,,No,Intersection,3,18,12,1,0,2,0,3,0,2,10,0,0,9.39,25.92117,88.19341,NH27_East_West,Rajasthan / MP / UP
Arunachal Pradesh,Unknown,2023,August,Thursday,17:45,Fatal,1,Truck,1,2,Stormy,National Highway,Damaged,Dusk,,87,31,Female,,Yes,Bridge,3,17,8,3,0,4,0,3,1,1,1,0,0,4.55,21.19545,72.84397,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Bihar,Unknown,2019,February,Thursday,12:41,Minor,1,Truck,5,2,Foggy,Village Road,Damaged,Dusk,,96,21,Female,,Yes,Bridge,1,12,2,3,3,1,0,3,1,1,5,0,0,4.55,29.27623,77.97881,NH58_Delhi_Badrinath,Uttarakhand
Uttarakhand,Unknown,2023,May,Saturday,6:57,Fatal,5,Auto-Rickshaw,8,0,Rainy,National Highway,Dry,Dusk,Police Checkpost,61,22,Male,,Yes,Intersection,3,6,5,5,0,3,1,3,1,5,8,0,0,4.85,23.04251,87.05458,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Himachal Pradesh,Unknown,2020,March,Monday,6:27,Minor,2,Cycle,2,3,Clear,Urban Road,Wet,Daylight,Police Checkpost,98,54,Male,Valid,No,Bridge,1,6,3,0,2,0,3,2,0,2,2,0,0,3.94,19.06311,72.85244,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Meghalaya,Unknown,2020,July,Saturday,22:32,Minor,5,Cycle,2,5,Rainy,National Highway,Under Construction,Dark,,91,48,Female,Expired,Yes,Intersection,1,22,7,5,0,3,2,0,1,5,2,0,0,6.36,21.49844,82.39218,NH30_Patna_Visakhapatnam,Chhattisgarh
Uttar Pradesh,Kanpur,2021,April,Sunday,12:6,Serious,3,Car,0,3,Clear,Urban Road,Wet,Dusk,,82,21,Female,Valid,Yes,Curve,2,12,4,6,2,0,3,3,1,3,0,0,0,4.55,17.35592,78.53055,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Arunachal Pradesh,Unknown,2022,November,Tuesday,18:17,Serious,4,Cycle,6,0,Stormy,Village Road,Under Construction,Dark,Signals,112,47,Male,Expired,Yes,Curve,2,18,11,1,3,4,2,0,1,4,6,0,0,3.64,27.06529,78.11081,NH44_Delhi_Agra,Uttar Pradesh
Tripura,Unknown,2020,January,Monday,5:34,Minor,2,Bus,7,4,Clear,Urban Road,Under Construction,Dusk,Signs,105,60,Female,Expired,Yes,Curve,1,5,1,0,2,0,2,3,1,2,7,0,0,6.97,21.66716,69.62426,NH27_East_West,Rajasthan / MP / UP
Andhra Pradesh,Visakhapatnam,2018,August,Wednesday,20:44,Minor,5,Auto-Rickshaw,7,2,Hazy,Urban Road,Damaged,Dawn,,112,43,Female,,No,Curve,1,20,8,2,2,2,0,1,0,5,7,0,0,4.55,18.18098,80.82193,NH30_Patna_Visakhapatnam,Chhattisgarh
Telangana,Unknown,2019,July,Wednesday,7:58,Fatal,3,Auto-Rickshaw,10,0,Clear,Village Road,Dry,Daylight,Signs,37,44,Male,Valid,No,Curve,3,7,7,2,3,0,1,2,0,3,10,0,0,4.85,28.60507,77.27507,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Assam,Unknown,2020,November,Monday,7:34,Serious,3,Truck,4,2,Clear,National Highway,Damaged,Dark,Police Checkpost,42,25,Female,Expired,Yes,Curve,2,7,11,0,0,0,0,0,1,3,4,0,0,4.85,32.78766,74.82349,NH44_North,Jammu & Kashmir
Maharashtra,Mumbai,2021,November,Wednesday,7:24,Fatal,4,Cycle,2,4,Clear,National Highway,Under Construction,Dusk,Signals,35,41,Male,Valid,Yes,Intersection,3,7,11,2,0,0,2,3,1,4,2,0,0,6.67,31.894,77.39931,NH22_Shimla_Manali,Himachal Pradesh
Jammu and Kashmir,Unknown,2022,September,Monday,0:48,Fatal,4,Truck,2,5,Foggy,State Highway,Damaged,Dusk,Police Checkpost,54,58,Male,Valid,Yes,Intersection,3,0,9,0,1,1,0,3,1,4,2,0,0,7.58,27.8607,77.46954,NH44_Delhi_Agra,Uttar Pradesh
Rajasthan,Jodhpur,2022,November,Monday,19:50,Minor,4,Truck,3,3,Hazy,Village Road,Damaged,Dark,Signs,54,59,Female,Valid,No,Bridge,1,19,11,0,3,2,0,0,0,4,3,0,0,4.24,12.22631,79.17984,NH44_Bangalore_Chennai,Tamil Nadu
Jammu and Kashmir,Unknown,2023,November,Wednesday,3:5,Minor,5,Truck,7,2,Clear,Urban Road,Damaged,Dark,,114,19,Male,Expired,No,Straight Road,1,3,11,2,2,0,0,0,0,5,7,0,0,4.55,26.39944,75.17077,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Arunachal Pradesh,Unknown,2018,November,Friday,13:27,Fatal,5,Truck,8,5,Hazy,Urban Road,Wet,Dawn,Police Checkpost,86,55,Female,Expired,No,Straight Road,3,13,11,4,2,2,3,1,0,5,8,0,0,8.79,24.29018,75.82895,NH27_East_West,Rajasthan / MP / UP
Chandigarh,Unknown,2019,October,Tuesday,14:20,Serious,4,Two-Wheeler,8,4,Hazy,National Highway,Under Construction,Daylight,Signs,71,33,Male,Valid,No,Curve,2,14,10,1,0,2,2,2,0,4,8,0,0,7.27,23.08663,72.64987,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Nagaland,Unknown,2021,November,Friday,18:1,Serious,4,Cycle,0,4,Rainy,Urban Road,Dry,Dawn,Police Checkpost,76,46,Male,,No,Bridge,2,18,11,4,2,3,1,1,0,4,0,0,0,4.85,24.20304,84.29703,NH30_Patna_Visakhapatnam,Chhattisgarh
Jharkhand,Unknown,2019,August,Friday,20:32,Serious,4,Truck,6,2,Foggy,Urban Road,Under Construction,Dawn,Signs,84,62,Female,,Yes,Curve,2,20,8,4,2,1,2,1,1,4,6,0,0,5.45,27.20706,77.98486,NH44_Delhi_Agra,Uttar Pradesh
Haryana,Unknown,2018,April,Friday,4:34,Minor,2,Truck,7,1,Hazy,Urban Road,Under Construction,Daylight,Signs,42,62,Male,Expired,Yes,Straight Road,1,4,4,4,2,2,2,2,1,2,7,0,0,4.24,30.76871,79.61342,NH58_Delhi_Badrinath,Uttarakhand
Jammu and Kashmir,Unknown,2023,March,Tuesday,6:39,Minor,5,Car,9,2,Hazy,Village Road,Wet,Dusk,Police Checkpost,46,52,Female,,No,Bridge,1,6,3,1,3,2,3,3,0,5,9,0,0,5.15,22.9991,79.42257,NH44_Agra_Nagpur,Madhya Pradesh
Uttarakhand,Unknown,2021,February,Wednesday,8:58,Minor,3,Pedestrian,10,3,Foggy,National Highway,Damaged,Dusk,Signs,65,43,Male,,Yes,Intersection,1,8,2,2,0,1,0,3,1,3,10,0,0,6.97,8.18199,77.16766,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Sikkim,Unknown,2022,August,Wednesday,23:0,Serious,4,Car,5,3,Hazy,Village Road,Under Construction,Dark,,80,22,Female,Expired,Yes,Curve,2,23,8,2,3,2,2,0,1,4,5,0,0,6.06,14.93701,79.94976,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Assam,Unknown,2022,May,Thursday,3:5,Fatal,5,Pedestrian,10,0,Stormy,National Highway,Dry,Dusk,Signs,60,27,Male,Valid,Yes,Intersection,3,3,5,3,0,4,1,3,1,5,10,0,0,5.45,27.63263,77.61882,NH44_Delhi_Agra,Uttar Pradesh
Maharashtra,Nagpur,2019,August,Thursday,19:13,Fatal,4,Bus,3,3,Rainy,Urban Road,Wet,Dawn,Signals,64,39,Male,,Yes,Straight Road,3,19,8,3,2,3,3,1,1,4,3,0,0,6.06,25.85528,88.22151,NH27_East_West,Rajasthan / MP / UP
Chandigarh,Unknown,2023,July,Monday,23:0,Minor,2,Auto-Rickshaw,7,2,Foggy,State Highway,Damaged,Dark,Police Checkpost,100,22,Male,Expired,No,Straight Road,1,23,7,0,1,1,0,0,0,2,7,0,0,4.55,32.87405,75.09354,NH44_North,Jammu & Kashmir
Tamil Nadu,Chennai,2023,April,Friday,21:17,Fatal,3,Car,2,2,Stormy,State Highway,Dry,Dark,Signals,100,63,Female,Valid,Yes,Bridge,3,21,4,4,1,4,1,0,1,3,2,0,0,4.85,16.48336,80.61359,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Assam,Unknown,2022,June,Saturday,21:29,Minor,5,Pedestrian,10,2,Stormy,State Highway,Wet,Dawn,Signs,61,19,Male,Expired,No,Curve,1,21,6,5,1,4,3,1,0,5,10,0,0,5.45,12.31667,78.14537,NH44_Bangalore_Chennai,Tamil Nadu
Uttar Pradesh,Varanasi,2018,May,Tuesday,13:24,Minor,3,Pedestrian,1,1,Hazy,National Highway,Damaged,Dawn,,34,58,Male,,No,Straight Road,1,13,5,1,0,2,0,1,0,3,1,0,0,1.82,23.51386,79.3602,NH44_Agra_Nagpur,Madhya Pradesh
Chhattisgarh,Unknown,2023,April,Sunday,22:11,Minor,4,Auto-Rickshaw,4,2,Foggy,Urban Road,Under Construction,Dawn,,67,58,Female,,No,Straight Road,1,22,4,6,2,1,2,1,0,4,4,0,0,3.64,22.27624,70.19333,NH27_East_West,Rajasthan / MP / UP
Andhra Pradesh,Tirupati,2023,October,Tuesday,3:58,Fatal,4,Cycle,0,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,35,41,Male,Valid,No,Intersection,3,3,10,1,2,3,0,1,0,4,0,0,0,3.64,24.26274,84.57596,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Goa,Unknown,2022,March,Thursday,0:54,Minor,2,Bus,9,0,Hazy,National Highway,Dry,Dusk,Police Checkpost,115,59,Female,,No,Intersection,1,0,3,3,0,2,1,3,0,2,9,0,0,3.33,12.89316,77.68759,NH44_Bangalore_Chennai,Tamil Nadu
Tamil Nadu,Chennai,2018,January,Tuesday,13:21,Minor,4,Two-Wheeler,0,1,Foggy,Urban Road,Under Construction,Daylight,,69,27,Female,Valid,No,Bridge,1,13,1,1,2,1,2,2,0,4,0,0,0,1.52,20.69895,73.06593,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Chhattisgarh,Unknown,2018,April,Thursday,6:35,Minor,1,Auto-Rickshaw,8,1,Hazy,Urban Road,Under Construction,Dawn,Signals,75,41,Male,Expired,Yes,Straight Road,1,6,4,3,2,2,2,1,1,1,8,0,0,4.55,21.50352,87.22674,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Nagaland,Unknown,2020,November,Friday,20:15,Fatal,4,Cycle,6,3,Stormy,State Highway,Wet,Daylight,Signals,33,57,Female,,Yes,Straight Road,3,20,11,4,1,4,3,2,1,4,6,0,0,6.97,17.9901,73.64022,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Himachal Pradesh,Unknown,2021,November,Monday,7:4,Serious,4,Auto-Rickshaw,0,5,Foggy,State Highway,Damaged,Dark,Police Checkpost,71,21,Female,,No,Intersection,2,7,11,0,1,1,0,0,0,4,0,0,0,5.76,12.25048,79.22789,NH44_Bangalore_Chennai,Tamil Nadu
Puducherry,Unknown,2022,January,Sunday,2:13,Minor,2,Truck,7,3,Hazy,Village Road,Damaged,Daylight,Signals,34,31,Female,,No,Intersection,1,2,1,6,3,2,0,2,0,2,7,0,0,5.45,18.19898,74.2111,NH9_Pune_Hyderabad,Maharashtra / Telangana
Puducherry,Unknown,2023,October,Thursday,10:36,Minor,2,Pedestrian,8,1,Clear,Urban Road,Dry,Dusk,Police Checkpost,44,51,Male,Valid,Yes,Intersection,1,10,10,3,2,0,1,3,1,2,8,0,0,4.55,22.72721,88.52985,NH52_Barasat_Guwahati,West Bengal / Assam
Puducherry,Unknown,2018,May,Saturday,17:9,Minor,1,Pedestrian,0,1,Rainy,Village Road,Damaged,Dawn,Signals,88,21,Male,Valid,No,Intersection,1,17,5,5,3,3,0,1,0,1,0,0,0,1.52,30.02572,78.92103,NH58_Delhi_Badrinath,Uttarakhand
Jammu and Kashmir,Unknown,2020,July,Friday,2:46,Minor,3,Two-Wheeler,10,0,Stormy,Urban Road,Wet,Dusk,,114,60,Female,Valid,Yes,Intersection,1,2,7,4,2,4,3,3,1,3,10,0,0,4.24,27.84291,77.42039,NH44_Delhi_Agra,Uttar Pradesh
Delhi,Rohini,2018,June,Wednesday,4:48,Fatal,1,Bus,0,0,Stormy,National Highway,Damaged,Dawn,Police Checkpost,100,40,Female,Valid,No,Bridge,3,4,6,2,0,4,0,1,0,1,0,0,0,1.82,27.22914,77.98381,NH44_Delhi_Agra,Uttar Pradesh
Uttarakhand,Unknown,2019,April,Friday,12:40,Minor,4,Cycle,7,5,Clear,State Highway,Dry,Dusk,Police Checkpost,111,69,Male,,Yes,Intersection,1,12,4,4,1,0,1,3,1,4,7,0,0,7.88,14.85451,76.60923,NH44_Hyderabad_Bangalore,Karnataka
Goa,Unknown,2023,June,Monday,7:41,Fatal,1,Cycle,4,2,Hazy,Village Road,Wet,Dark,Signs,50,37,Male,Valid,No,Straight Road,3,7,6,0,3,2,3,0,0,1,4,0,0,4.85,13.39174,77.48471,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Punjab,Unknown,2019,October,Sunday,15:23,Minor,2,Pedestrian,3,1,Stormy,Village Road,Dry,Dark,Police Checkpost,80,28,Female,Expired,No,Intersection,1,15,10,6,3,4,1,0,0,2,3,0,0,2.42,26.26305,81.39036,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
West Bengal,Siliguri,2019,April,Sunday,3:12,Minor,2,Bus,10,1,Foggy,National Highway,Under Construction,Dusk,,55,20,Male,Expired,Yes,Bridge,1,3,4,6,0,1,2,3,1,2,10,0,0,5.15,31.86747,77.40179,NH22_Shimla_Manali,Himachal Pradesh
Tripura,Unknown,2018,November,Saturday,9:30,Serious,5,Two-Wheeler,1,4,Rainy,National Highway,Damaged,Dusk,,108,32,Female,,No,Straight Road,2,9,11,5,0,3,0,3,0,5,1,0,0,5.15,13.10435,80.30833,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Rajasthan,Udaipur,2023,April,Saturday,12:42,Serious,2,Bus,5,5,Stormy,National Highway,Dry,Daylight,Police Checkpost,46,51,Male,Valid,No,Intersection,2,12,4,5,0,4,1,2,0,2,5,0,0,7.27,25.19683,74.54029,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Nagaland,Unknown,2022,November,Sunday,17:53,Serious,4,Pedestrian,1,5,Hazy,Village Road,Under Construction,Dawn,Signs,38,54,Female,Valid,Yes,Bridge,2,17,11,6,3,2,2,1,1,4,1,0,0,6.67,24.82317,77.22468,NH27_East_West,Rajasthan / MP / UP
Rajasthan,Jaipur,2018,August,Friday,12:17,Fatal,3,Pedestrian,3,1,Foggy,National Highway,Dry,Dawn,,98,49,Male,Valid,No,Curve,3,12,8,4,0,1,1,1,0,3,3,0,0,3.64,26.87244,75.72038,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Arunachal Pradesh,Unknown,2023,August,Wednesday,23:40,Serious,1,Pedestrian,0,1,Stormy,National Highway,Wet,Dark,Signs,65,41,Female,Expired,No,Intersection,2,23,8,2,0,4,3,0,0,1,0,0,0,2.12,17.37788,78.49689,NH44_Nagpur_Hyderabad,Telangana
Punjab,Unknown,2022,October,Tuesday,8:15,Fatal,5,Car,1,5,Stormy,National Highway,Wet,Daylight,,52,59,Female,Valid,No,Intersection,3,8,10,1,0,4,3,2,0,5,1,0,0,6.67,28.26416,77.81568,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Himachal Pradesh,Unknown,2021,July,Tuesday,19:51,Fatal,5,Bus,8,3,Clear,Urban Road,Dry,Dusk,Signs,55,25,Female,,No,Curve,3,19,7,1,2,0,1,3,0,5,8,0,0,6.97,13.04799,80.28533,NH44_Bangalore_Chennai,Tamil Nadu
Kerala,Unknown,2018,June,Wednesday,2:30,Fatal,4,Cycle,0,3,Stormy,Village Road,Damaged,Dusk,Police Checkpost,66,47,Male,,No,Intersection,3,2,6,2,3,4,0,3,0,4,0,0,0,4.55,26.20534,91.7992,NH52_Barasat_Guwahati,West Bengal / Assam
Uttarakhand,Unknown,2022,March,Saturday,10:42,Fatal,1,Bus,4,1,Clear,Village Road,Dry,Dawn,Signals,71,39,Male,Valid,Yes,Intersection,3,10,3,5,3,0,1,1,1,1,4,0,0,4.55,24.61943,73.74202,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Chhattisgarh,Unknown,2019,April,Tuesday,21:21,Minor,5,Two-Wheeler,4,4,Stormy,National Highway,Wet,Daylight,,56,21,Male,,No,Curve,1,21,4,1,0,4,3,2,0,5,4,0,0,5.45,27.51908,78.26615,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Rajasthan,Jaipur,2021,March,Sunday,4:50,Serious,5,Truck,9,2,Hazy,Urban Road,Damaged,Dusk,Signals,48,23,Male,,No,Intersection,2,4,3,6,2,2,0,3,0,5,9,0,0,5.76,27.78656,77.43816,NH44_Delhi_Agra,Uttar Pradesh
Kerala,Unknown,2018,August,Monday,13:44,Serious,3,Truck,5,2,Rainy,State Highway,Damaged,Dawn,,81,57,Male,Expired,Yes,Curve,2,13,8,0,1,3,0,1,1,3,5,0,0,5.15,18.72065,78.32552,NH44_Nagpur_Hyderabad,Telangana
Tamil Nadu,Coimbatore,2018,August,Friday,16:37,Minor,4,Car,9,2,Foggy,Village Road,Under Construction,Daylight,,75,41,Female,,No,Intersection,1,16,8,4,3,1,2,2,0,4,9,0,0,5.15,17.44329,75.49075,NH9_Pune_Hyderabad,Maharashtra / Telangana
Jharkhand,Unknown,2022,October,Monday,22:28,Minor,3,Auto-Rickshaw,2,5,Foggy,National Highway,Under Construction,Dawn,Signals,82,63,Female,Valid,No,Curve,1,22,10,0,0,1,2,1,0,3,2,0,0,5.76,27.86727,77.52436,NH44_Delhi_Agra,Uttar Pradesh
Haryana,Unknown,2021,September,Wednesday,2:3,Fatal,4,Car,10,0,Hazy,Village Road,Dry,Dusk,Signals,86,51,Male,,Yes,Straight Road,3,2,9,2,3,2,1,3,1,4,10,0,0,5.45,25.29762,74.60049,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Maharashtra,Pune,2023,January,Monday,9:40,Minor,2,Two-Wheeler,8,0,Clear,National Highway,Under Construction,Dark,Signals,34,59,Female,Valid,Yes,Straight Road,1,9,1,0,0,0,2,0,1,2,8,0,0,3.64,15.45528,77.26792,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Uttarakhand,Unknown,2023,May,Sunday,12:15,Serious,1,Car,3,2,Hazy,Urban Road,Damaged,Daylight,Signs,70,25,Female,Valid,Yes,Bridge,2,12,5,6,2,2,0,2,1,1,3,0,0,4.55,18.20673,80.94232,NH30_Patna_Visakhapatnam,Chhattisgarh
Rajasthan,Jodhpur,2020,November,Thursday,5:17,Serious,5,Auto-Rickshaw,6,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,50,35,Male,Expired,No,Curve,2,5,11,3,3,4,2,2,0,5,6,0,0,3.94,18.63034,84.26764,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Goa,Unknown,2021,August,Thursday,12:39,Minor,4,Car,9,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,36,57,Male,Valid,Yes,Intersection,1,12,8,3,1,3,2,3,1,4,9,0,0,7.58,12.29904,78.12718,NH44_Bangalore_Chennai,Tamil Nadu
Chhattisgarh,Unknown,2023,November,Wednesday,7:53,Serious,1,Truck,10,0,Foggy,National Highway,Wet,Dusk,Signals,47,24,Female,,No,Bridge,2,7,11,2,0,1,3,3,0,1,10,0,0,4.24,15.37008,77.05489,NH44_Hyderabad_Bangalore,Karnataka
Mizoram,Unknown,2021,December,Sunday,2:1,Fatal,4,Bus,4,2,Hazy,State Highway,Wet,Dusk,Police Checkpost,72,32,Female,,Yes,Curve,3,2,12,6,1,2,3,3,1,4,4,0,0,5.45,32.33143,74.90771,NH44_North,Jammu & Kashmir
Kerala,Unknown,2018,July,Sunday,2:55,Fatal,2,Bus,8,1,Rainy,National Highway,Damaged,Dark,Signs,89,61,Female,Valid,No,Intersection,3,2,7,6,0,3,0,0,0,2,8,0,0,5.15,24.88456,84.87254,NH30_Patna_Visakhapatnam,Chhattisgarh
Odisha,Unknown,2023,December,Saturday,17:51,Serious,1,Cycle,4,3,Rainy,National Highway,Dry,Dusk,Signs,48,46,Female,Valid,No,Straight Road,2,17,12,5,0,3,1,3,0,1,4,0,0,5.15,22.1729,82.97247,NH30_Patna_Visakhapatnam,Chhattisgarh
Uttar Pradesh,Kanpur,2019,March,Friday,22:1,Serious,1,Auto-Rickshaw,8,5,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,57,40,Female,Expired,No,Bridge,2,22,3,4,3,3,2,1,0,1,8,0,0,8.18,21.13158,79.14155,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Bihar,Unknown,2023,January,Wednesday,3:17,Fatal,1,Car,7,1,Stormy,National Highway,Damaged,Dusk,Signs,58,67,Female,Expired,No,Curve,3,3,1,2,0,4,0,3,0,1,7,0,0,4.85,19.16907,72.99416,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Bihar,Unknown,2021,March,Thursday,22:33,Fatal,3,Truck,0,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,91,57,Female,Expired,Yes,Straight Road,3,22,3,3,3,3,2,0,1,3,0,0,0,3.33,18.62652,84.29295,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Kerala,Unknown,2023,April,Saturday,10:38,Serious,4,Bus,7,3,Foggy,National Highway,Under Construction,Dawn,,105,67,Female,Valid,No,Intersection,2,10,4,5,0,1,2,1,0,4,7,0,0,6.06,13.04682,80.29411,NH44_Bangalore_Chennai,Tamil Nadu
Sikkim,Unknown,2023,June,Friday,0:5,Minor,3,Two-Wheeler,9,4,Clear,National Highway,Wet,Daylight,Signs,59,26,Male,Expired,Yes,Intersection,1,0,6,4,0,0,3,2,1,3,9,0,0,7.58,22.34092,79.12294,NH44_Agra_Nagpur,Madhya Pradesh
Chandigarh,Unknown,2019,November,Tuesday,10:3,Serious,4,Bus,4,0,Clear,State Highway,Damaged,Dawn,,49,31,Female,Expired,Yes,Bridge,2,10,11,1,1,0,0,1,1,4,4,0,0,3.03,32.07332,77.15166,NH22_Shimla_Manali,Himachal Pradesh
West Bengal,Kolkata,2020,January,Thursday,23:52,Fatal,3,Pedestrian,9,3,Rainy,State Highway,Damaged,Dark,,47,45,Male,Valid,Yes,Bridge,3,23,1,3,1,3,0,0,1,3,9,0,0,7.88,24.8748,82.48708,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Meghalaya,Unknown,2020,January,Monday,20:26,Serious,2,Two-Wheeler,3,2,Rainy,Village Road,Under Construction,Dark,,100,29,Female,Valid,No,Curve,2,20,1,0,3,3,2,0,0,2,3,0,0,3.94,19.80873,79.4988,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Uttarakhand,Unknown,2021,July,Sunday,17:53,Fatal,3,Pedestrian,10,0,Foggy,State Highway,Wet,Dawn,,60,26,Female,,Yes,Intersection,3,17,7,6,1,1,3,1,1,3,10,0,0,5.45,27.63727,77.60624,NH44_Delhi_Agra,Uttar Pradesh
Sikkim,Unknown,2019,May,Monday,3:24,Serious,4,Two-Wheeler,4,0,Clear,Urban Road,Wet,Daylight,Signs,78,38,Female,Expired,No,Curve,2,3,5,0,2,0,3,2,0,4,4,0,0,2.42,20.61764,81.89831,NH30_Patna_Visakhapatnam,Chhattisgarh
Puducherry,Unknown,2021,March,Thursday,8:36,Fatal,4,Bus,3,5,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,84,49,Male,Expired,Yes,Bridge,3,8,3,3,2,2,2,2,1,4,3,0,0,7.88,18.48404,73.88627,NH9_Pune_Hyderabad,Maharashtra / Telangana
Kerala,Unknown,2019,May,Saturday,15:49,Fatal,4,Car,1,0,Clear,Village Road,Wet,Dusk,Police Checkpost,77,60,Female,,Yes,Intersection,3,15,5,5,3,0,3,3,1,4,1,0,0,2.73,28.56556,77.17926,NH44_Delhi_Agra,Uttar Pradesh
Uttarakhand,Unknown,2023,September,Wednesday,1:36,Serious,5,Truck,5,3,Hazy,State Highway,Dry,Dusk,,56,41,Male,,Yes,Intersection,2,1,9,2,1,2,1,3,1,5,5,0,0,6.06,33.09966,75.63574,NH44_North,Jammu & Kashmir
